Country,State,Admin,Lat,Long,Population,Region,Continent
US,Texas,Coryell,31.39078397,-97.79936155,75951,Northern America,Northern America
US,Texas,Cottle,34.07783319,-100.2785062,1398,Northern America,Northern America
US,Texas,Crane,31.43052248,-102.5143314,4797,Northern America,Northern America
US,Texas,Crockett,30.72367027,-101.4134238,3464,Northern America,Northern America
US,Texas,Crosby,33.61431553,-101.3000364,5737,Northern America,Northern America
US,Texas,Culberson,31.44506775,-104.5185739,2171,Northern America,Northern America
US,Texas,Dallam,36.27787176,-102.6020725,7287,Northern America,Northern America
US,Texas,Dallas,32.76670599,-96.7779605,2635516,Northern America,Northern America
US,Texas,Dawson,32.74255572,-101.9477242,12728,Northern America,Northern America
US,Texas,Deaf Smith,34.96522957,-102.6054267,18546,Northern America,Northern America
US,Texas,Delta,33.38570922,-95.66921122,5331,Northern America,Northern America
US,Texas,Denton,33.20521901,-97.11691153,887207,Northern America,Northern America
US,Texas,DeWitt,29.08101855,-97.3568117,20160,Northern America,Northern America
US,Texas,Dickens,33.61616822,-100.7788855,2211,Northern America,Northern America
US,Texas,Dimmit,28.42270064,-99.75645095,10124,Northern America,Northern America
US,Texas,Donley,34.96517499,-100.8140093,3278,Northern America,Northern America
US,Texas,Duval,27.68184592,-98.50864568,11157,Northern America,Northern America
US,Texas,Eastland,32.32743996,-98.83243566,18360,Northern America,Northern America
US,Texas,Ector,31.86898877,-102.5429428,166223,Northern America,Northern America
US,Texas,Edwards,29.98202582,-100.304252,1932,Northern America,Northern America
US,Texas,Ellis,32.34894117,-96.79371841,184826,Northern America,Northern America
US,Texas,El Paso,31.76980765,-106.2363275,839238,Northern America,Northern America
US,Texas,Erath,32.23602653,-98.21773417,42698,Northern America,Northern America
US,Texas,Falls,31.25350609,-96.93630086,17297,Northern America,Northern America
US,Texas,Fannin,33.59564294,-96.10751083,35514,Northern America,Northern America
US,Texas,Fayette,29.87788372,-96.92076062,25346,Northern America,Northern America
US,Texas,Fisher,32.74281316,-100.4019302,3830,Northern America,Northern America
US,Texas,Floyd,34.07227468,-101.3031546,5712,Northern America,Northern America
US,Texas,Foard,33.97308618,-99.7767797,1155,Northern America,Northern America
US,Texas,Fort Bend,29.52704478,-95.77219463,811688,Northern America,Northern America
US,Texas,Franklin,33.17653242,-95.21917243,10725,Northern America,Northern America
US,Texas,Freestone,31.70422788,-96.15072516,19717,Northern America,Northern America
US,Texas,Frio,28.86751206,-99.10804207,20306,Northern America,Northern America
US,Texas,Gaines,32.74055318,-102.6353295,21492,Northern America,Northern America
US,Texas,Galveston,29.40167322,-94.90469073,342139,Northern America,Northern America
US,Texas,Garza,33.17969345,-101.2984114,6229,Northern America,Northern America
US,Texas,Gillespie,30.31824095,-98.94676915,26988,Northern America,Northern America
US,Texas,Glasscock,31.86942909,-101.5207776,1409,Northern America,Northern America
US,Texas,Goliad,28.65696592,-97.42760647,7658,Northern America,Northern America
US,Texas,Gonzales,29.45634206,-97.49424032,20837,Northern America,Northern America
US,Texas,Gray,35.40081878,-100.8129222,21886,Northern America,Northern America
US,Texas,Grayson,33.62744998,-96.67753461,136212,Northern America,Northern America
US,Texas,Gregg,32.47940482,-94.81591935,123945,Northern America,Northern America
US,Texas,Grimes,30.54579585,-95.98902499,28880,Northern America,Northern America
US,Texas,Guadalupe,29.58165339,-97.94786822,166847,Northern America,Northern America
US,Texas,Hale,34.07044901,-101.8268114,33406,Northern America,Northern America
US,Texas,Hall,34.5307555,-100.6813852,2964,Northern America,Northern America
US,Texas,Hamilton,31.70470573,-98.11083887,8461,Northern America,Northern America
US,Texas,Hansford,36.27743284,-101.3545796,5399,Northern America,Northern America
US,Texas,Hardeman,34.28944521,-99.74632408,3933,Northern America,Northern America
US,Texas,Hardin,30.33364686,-94.38931817,57602,Northern America,Northern America
US,Texas,Harris,29.85864939,-95.39339521,4713325,Northern America,Northern America
US,Texas,Harrison,32.54935988,-94.36934071,66553,Northern America,Northern America
US,Texas,Hartley,35.84008013,-102.6029022,5576,Northern America,Northern America
US,Texas,Haskell,33.17823584,-99.73037358,5658,Northern America,Northern America
US,Texas,Hays,30.05669873,-98.02944344,230191,Northern America,Northern America
US,Texas,Hemphill,35.83764858,-100.2703577,3819,Northern America,Northern America
US,Texas,Henderson,32.21128872,-95.85846587,82737,Northern America,Northern America
US,Texas,Hidalgo,26.39418217,-98.18299696,868707,Northern America,Northern America
US,Texas,Hill,31.99045053,-97.13423143,36649,Northern America,Northern America
US,Texas,Hockley,33.60771256,-102.3431676,23021,Northern America,Northern America
US,Texas,Hood,32.42990927,-97.83242024,61643,Northern America,Northern America
US,Texas,Hopkins,33.14875072,-95.56351139,37084,Northern America,Northern America
US,Texas,Houston,31.31925973,-95.42226208,22968,Northern America,Northern America
US,Texas,Howard,32.30621324,-101.4356444,36664,Northern America,Northern America
US,Texas,Hudspeth,31.45628381,-105.388178,4886,Northern America,Northern America
US,Texas,Hunt,33.12351514,-96.08551032,98594,Northern America,Northern America
US,Texas,Hutchinson,35.84006574,-101.3546643,20938,Northern America,Northern America
US,Texas,Irion,31.30375559,-100.982439,1536,Northern America,Northern America
US,Texas,Jack,33.23377248,-98.17283469,8935,Northern America,Northern America
US,Texas,Jackson,28.95472367,-96.57749563,14760,Northern America,Northern America
US,Texas,Jasper,30.74685667,-94.02667579,35529,Northern America,Northern America
US,Texas,Jeff Davis,30.71490589,-104.1399973,2274,Northern America,Northern America
US,Texas,Jefferson,29.8832777,-94.16434171,251565,Northern America,Northern America
US,Texas,Jim Hogg,27.04453923,-98.6968187,5200,Northern America,Northern America
US,Texas,Jim Wells,27.73103938,-98.0904705,40482,Northern America,Northern America
US,Texas,Johnson,32.37877812,-97.36615819,175817,Northern America,Northern America
US,Texas,Jones,32.73997145,-99.87861576,20083,Northern America,Northern America
US,Texas,Karnes,28.90705334,-97.85960149,15601,Northern America,Northern America
US,Texas,Kaufman,32.5991417,-96.28734728,136154,Northern America,Northern America
US,Texas,Kendall,29.94414155,-98.7113588,47431,Northern America,Northern America
US,Texas,Kenedy,26.92601662,-97.66413984,404,Northern America,Northern America
US,Texas,Kent,33.18104136,-100.7780939,762,Northern America,Northern America
US,Texas,Kerr,30.06040006,-99.34930144,52600,Northern America,Northern America
US,Texas,Kimble,30.48678918,-99.74856473,4337,Northern America,Northern America
US,Texas,King,33.61643847,-100.2558057,272,Northern America,Northern America
US,Texas,Kinney,29.34967888,-100.4186638,3667,Northern America,Northern America
US,Texas,Kleberg,27.42435506,-97.69894948,30680,Northern America,Northern America
US,Texas,Knox,33.60519951,-99.7422906,3664,Northern America,Northern America
US,Texas,Lamar,33.66981763,-95.57404777,49859,Northern America,Northern America
US,Texas,Lamb,34.06859623,-102.3516289,12893,Northern America,Northern America
US,Texas,Lampasas,31.19531316,-98.24206613,21428,Northern America,Northern America
US,Texas,La Salle,28.34453111,-99.09908775,7520,Northern America,Northern America
US,Texas,Lavaca,29.38508402,-96.93186692,20154,Northern America,Northern America
US,Texas,Lee,30.31120597,-96.97045773,17239,Northern America,Northern America
US,Texas,Leon,31.29872538,-95.9936328,17404,Northern America,Northern America
US,Texas,Liberty,30.15152688,-94.81205615,88219,Northern America,Northern America
US,Texas,Limestone,31.5454767,-96.58095444,23437,Northern America,Northern America
US,Texas,Lipscomb,36.27783108,-100.2733151,3233,Northern America,Northern America
US,Texas,Live Oak,28.35101362,-98.1246786,12207,Northern America,Northern America
US,Texas,Llano,30.70645047,-98.68475262,21795,Northern America,Northern America
US,Texas,Loving,31.84947612,-103.5818571,169,Northern America,Northern America
US,Texas,Lubbock,33.61008596,-101.8204789,310569,Northern America,Northern America
US,Texas,Lynn,33.17657705,-101.8162849,5951,Northern America,Northern America
US,Texas,McCulloch,31.1925468,-99.34682807,7984,Northern America,Northern America
US,Texas,McLennan,31.55255453,-97.20217694,256623,Northern America,Northern America
US,Texas,McMullen,28.35251708,-98.56769164,743,Northern America,Northern America
US,Texas,Madison,30.96694679,-95.93003775,14284,Northern America,Northern America
US,Texas,Marion,32.79868409,-94.3566123,9854,Northern America,Northern America
US,Texas,Martin,32.30600051,-101.9513518,5771,Northern America,Northern America
US,Texas,Mason,30.71780434,-99.22629416,4274,Northern America,Northern America
US,Texas,Matagorda,28.81955746,-96.01230294,36643,Northern America,Northern America
US,Texas,Maverick,28.7429195,-100.3157686,58722,Northern America,Northern America
US,Texas,Medina,29.3557301,-99.11030298,51584,Northern America,Northern America
US,Texas,Menard,30.88990665,-99.8204794,2138,Northern America,Northern America
US,Texas,Midland,31.86904128,-102.0315682,176832,Northern America,Northern America
US,Texas,Milam,30.7858183,-96.97718698,24823,Northern America,Northern America
US,Texas,Mills,31.49557106,-98.59272068,4873,Northern America,Northern America
US,Texas,Mitchell,32.30623474,-100.9212058,8545,Northern America,Northern America
US,Texas,Montague,33.67521893,-97.72500958,19818,Northern America,Northern America
US,Texas,Montgomery,30.30079133,-95.50572772,607391,Northern America,Northern America
US,Texas,Moore,35.83769242,-101.8930281,20940,Northern America,Northern America
US,Texas,Morris,33.11304005,-94.73255695,12388,Northern America,Northern America
US,Texas,Motley,34.07408766,-100.779722,1200,Northern America,Northern America
US,Texas,Nacogdoches,31.62017125,-94.61803994,65204,Northern America,Northern America
US,Texas,Navarro,32.04620681,-96.47428766,50113,Northern America,Northern America
US,Texas,Newton,30.78548982,-93.74408813,13595,Northern America,Northern America
US,Texas,Nolan,32.30365282,-100.4060208,14714,Northern America,Northern America
US,Texas,Nueces,27.736286,-97.5433285,362294,Northern America,Northern America
US,Texas,Ochiltree,36.27829105,-100.8158184,9836,Northern America,Northern America
US,Texas,Oldham,35.40425596,-102.6027606,2112,Northern America,Northern America
US,Texas,Orange,30.11879481,-93.89412775,83396,Northern America,Northern America
US,Texas,Palo Pinto,32.75310985,-98.31319001,29189,Northern America,Northern America
US,Texas,Panola,32.1639596,-94.30552481,23194,Northern America,Northern America
US,Texas,Parker,32.77757172,-97.80500621,142878,Northern America,Northern America
US,Texas,Parmer,34.52993409,-102.7844668,9605,Northern America,Northern America
US,Texas,Pecos,30.78097267,-102.7241261,15823,Northern America,Northern America
US,Texas,Polk,30.79472531,-94.8276624,51353,Northern America,Northern America
US,Texas,Potter,35.40133773,-101.893964,117415,Northern America,Northern America
US,Texas,Presidio,29.99954402,-104.2408079,6704,Northern America,Northern America
US,Texas,Rains,32.87109387,-95.79232691,12514,Northern America,Northern America
US,Texas,Randall,34.96585996,-101.8971322,137713,Northern America,Northern America
US,Texas,Reagan,31.36607041,-101.5232659,3849,Northern America,Northern America
US,Texas,Real,29.83321503,-99.82018052,3452,Northern America,Northern America
US,Texas,Red River,33.61886692,-95.04841765,12023,Northern America,Northern America
US,Texas,Reeves,31.32323325,-103.6903896,15976,Northern America,Northern America
US,Texas,Refugio,28.3238976,-97.15766311,6948,Northern America,Northern America
US,Texas,Roberts,35.83809685,-100.813175,854,Northern America,Northern America
US,Texas,Robertson,31.02539637,-96.51272246,17074,Northern America,Northern America
US,Texas,Rockwall,32.89779518,-96.40771592,104915,Northern America,Northern America
US,Texas,Runnels,31.8314342,-99.97616148,10264,Northern America,Northern America
US,Texas,Rusk,32.10773545,-94.76176432,54406,Northern America,Northern America
US,Texas,Sabine,31.34318809,-93.85440451,10542,Northern America,Northern America
US,Texas,San Augustine,31.39457611,-94.17000399,8237,Northern America,Northern America
US,Texas,San Jacinto,30.57933681,-95.16260304,28859,Northern America,Northern America
US,Texas,San Patricio,28.00880118,-97.51763891,66730,Northern America,Northern America
US,Texas,San Saba,31.1577796,-98.81758731,6055,Northern America,Northern America
US,Texas,Schleicher,30.89740592,-100.5384842,2793,Northern America,Northern America
US,Texas,Scurry,32.74613808,-100.9162664,16703,Northern America,Northern America
US,Texas,Shackelford,32.73587756,-99.35401337,3265,Northern America,Northern America
US,Texas,Shelby,31.79211404,-94.14550696,25274,Northern America,Northern America
US,Texas,Sherman,36.27751473,-101.8933156,3022,Northern America,Northern America
US,Texas,Smith,32.37474036,-95.2717568,232751,Northern America,Northern America
US,Texas,Somervell,32.22236802,-97.77403489,9128,Northern America,Northern America
US,Texas,Starr,26.56150059,-98.73892358,64633,Northern America,Northern America
US,Texas,Stephens,32.73553157,-98.83631615,9366,Northern America,Northern America
US,Texas,Sterling,31.82781912,-101.0500746,1291,Northern America,Northern America
US,Texas,Stonewall,33.17906744,-100.2538401,1350,Northern America,Northern America
US,Texas,Sutton,30.49856623,-100.5382014,3776,Northern America,Northern America
US,Texas,Swisher,34.53028891,-101.7349174,7397,Northern America,Northern America
US,Texas,Tarrant,32.77143818,-97.29101614,2102515,Northern America,Northern America
US,Texas,Taylor,32.30163422,-99.89007449,138034,Northern America,Northern America
